term,rank
corona,6.472355121902009
double,6.454754878035457
japanese,6.441888634031487
pakistan,6.4174908081889175
afghanistan,6.410750690463685
later,6.398342895820906
process,6.392165533087456
among,6.3811904685396215
three,6.369343071087338
brand,6.355956839399592
green,6.347484797493914
phone,6.331914749160735
pressure,6.329690124447144
tiri,6.329133028417178
disaster,6.328519404242648
european,6.320777889172854
goal,6.316017470410311
covid case,6.29355915384388
single,6.289125636634636
democracy,6.285066272391155
deserve,6.281123544137599
fellow,6.275200107357633
river,6.2742102768115
prime minister,6.269144059679339
space,6.265251865492679
shift,6.244043543702509
minute,6.238699090081567
politician,6.234293578701658
declare,6.225047146048311
awareness,6.2196012851624785
car,6.214966224420744
art,6.2112258786640435
email,6.20825019986218
contract,6.203058422340345
warn,6.198197014910759
washington,6.196670231743358
light,6.186934692970794
remove,6.176206271793078
dollar,6.165301489357535
stay safe,6.155613005980276
red,6.154289454454946
wake,6.145056208034567
guideline,6.144316850077838
shut,6.136561672517584
seriously,6.131945731278298
western,6.11789784186185
common,6.112483276482678
genocide,6.105541508623961
booster,6.100430132968349
last year,6.098868137238616
asean,6.087328746585031
region,6.081388578317868
tonight,6.076122485101422
third,6.074163479874606
app,6.071307535312955
astrazeneca,6.065144689081227
oppose,6.062783764158462
practice,6.058834896043672
option,6.0555677024462256
role,6.052402268307789
volunteer,6.052341052356367
rich,6.041208115656206
entire,6.036365738036957
position,6.036023561331345
general,6.035554201650054
schedule,6.030166277495667
ceo,6.0282564942484
inside,6.023451431022192
inu,6.021471441873759
tiri inu,6.021471441873759
celebrate,6.015726513991262
myanmar,6.0140503765663125
condition,6.009410894602521
attempt,5.994781778144045
profit,5.988731162761001
chain,5.984970235155593
decade,5.975275639500046
opinion,5.967571272373081
mobile,5.966003581421965
destroy,5.965591586145754
tie,5.963518471296098
capacity,5.952187289349126
example,5.947093077746287
putin,5.943631500828522
manufacturing,5.932011035975528
class,5.9286148574553215
good news,5.926059370737443
crypto,5.9233999868619085
easy,5.918690387184042
dy,5.91739267934999
held,5.911345865079541
illegal,5.904329718329565
yr,5.903064250715317
sanction,5.898872022354156
park,5.894584799220521
excite,5.891492866110485
idea,5.890611475673152
joke,5.888514731721599
first time,5.8859305001046485
immunity,5.882941691755397
director,5.872063543192684
necessary,5.85562013565206
kind,5.851340681632818
rather,5.844230900858775
voter,5.843920870198342
beyond,5.840781674448189
dangerous,5.826309928817324
discover,5.815669953812174
series,5.811825748702542
manage,5.8041302843494265
battle,5.785066176452883
everyday,5.784697532597994
gun,5.780328385463966
plasma,5.769270629853824
road,5.766333802259424
eat,5.761511031106964
air,5.7578256508262005
round,5.753343752389382
exactly,5.744300090634605
son,5.74064249786221
publish,5.7403212489404485
ramp,5.7367856435847315
nurse,5.736560164551488
paper,5.71848486992786
absolutely,5.717574508089573
improve,5.705928635388783
claim,5.702002961611452
everyone age,5.696679579841318
foxnews,5.68074040742422
stuff,5.675135943991465
restaurant,5.667073446572731
north,5.666920307954026
men,5.662054290841987
ship,5.651851756772306
catch,5.6478691330943755
fast,5.647002343229868
toronto,5.642575854920904
compare,5.637842915540687
sent,5.628327833211115
location,5.612801285725607
steal,5.611398218936154
culture,5.597986346998572
pass,5.592051970650684
federal,5.587164192148431
piece,5.582148917376088
fan,5.577339055227934
speed,5.554459930847975
disgust,5.545231679859604
type,5.542140984424943
prevent,5.537114990042823
invest,5.520153027861909
fly,5.518084500521499
active,5.507360137421088
lock,5.506544888237624
worried,5.499069170819134
secblinken,5.496453973570665
credit,5.495171749181007
tool,5.493843413444113
difference,5.491463233093469
officer,5.491355295071663
current,5.484014099903236
urgent,5.483521408830874
aim,5.481122825873465
perfect,5.47843235519273
scientist,5.478176651299846
curb,5.476043097302431
youll,5.475571783158411
longer,5.472271533987396
plant,5.46609465134019
customer,5.4515038296767715
encourage,5.451502403514446
brain,5.450319947131931
flight,5.44860601254278
ignore,5.447964954906936
suggest,5.447268794550634
individual,5.444474081507689
brought,5.437971305078123
isterrorist,5.437337300107279
mark,5.4333972100640855
senior,5.431337727407538
stupid,5.419629668210962
either,5.409224615801274
cancel,5.404789847135916
huawei,5.400246495767348
port,5.390690262138675
prison,5.386925693016527
incindia,5.383161978338961
communist,5.378274040012129
whether,5.374615288528619
army,5.373917150990046
exist,5.364068879487251
wall,5.362146720161731
extend,5.356440497558212
covid patient,5.353966974044496
account,5.338614866032286
emerge,5.320721258539353
recover,5.311005962342066
regard,5.302814053011
minority,5.296118054755026
quarantine,5.292561321853178
truth,5.290142703617
sputnik,5.290052128460425
commitment,5.274948908948728
cruise,5.269019809514157
injection,5.2596699267647695
raw,5.255194328585282
short,5.254244137834062
debate,5.250444992836907
protocol,5.226612573311986
conversation,5.224526736851366
foreign policy,5.219586575253531
relief,5.210503072698863
prayer,5.204940763379414
period,5.193757031640785
trading,5.192471161765801
proud,5.1901463440987765
heard,5.189907588175901
influence,5.189634377808376
immune,5.188398619472406
ing,5.183064664823869
knew,5.174589793665738
lakh,5.1598401263079845
spot,5.152612974222773
fed,5.147677452278899
bordercrisis,5.138480878693548
relationship,5.138047775495808
heart,5.113804261241761
virtual,5.112824195922698
conference,5.1067030837494025
responsibility,5.106662969954662
picture,5.103437515889805
significant,5.101175257685229
developed,5.100110126030141
gordongchang,5.098293626422342
saw,5.097397338258766
material,5.090750267636429
strict,5.086489041650259
totally,5.084729537137094
trillion,5.077147846350055
vax,5.069620246421427
value,5.056202371834699
trip,5.053994741426183
highly,5.036709921996376
achieve,5.033062454657372
nature,5.032884033352595
capital,5.027082056200976
anymore,5.025638234598767
choice,5.021671960423179
hurt,5.0176316662826395
attend,5.011441225072678
threaten,5.006974214666866
unemployment,5.00447484145037
agree cooperate,5.003651015643477
gop,4.997501550509703
reporting,4.9895775617984075
arvindkejriwal,4.986215207737108
attention,4.9835600377389095
crowd,4.981810152772153
debt,4.976665726615198
actor,4.974994821474242
letter,4.971528511113886
enjoy,4.966961223060561
amount,4.9558929845723725
age eligible,4.955415654012862
yall,4.9532378561324695
quarter,4.9523683855993
reaction,4.951151875283192
passing,4.948975483161123
chair,4.946163099525386
faith,4.9403512143492385
tag,4.933514840900502
east,4.925242964193111
cut,4.921167384097293
insight,4.914449658867234
strengthen,4.908886830609141
peace,4.896559857633361
limit,4.891779531172406
tip,4.886584271955365
speakerpelosi,4.884211454230741
private,4.879981594085128
investor,4.879537452039005
straight,4.877849629798455
receive least,4.87151858391368
code,4.870534375303274
icu,4.869968363275473
curfew,4.868238746516532
earth,4.86249712571743
blog,4.861425865982392
charge,4.8576448194125765
joe biden,4.850251020152637
lab,4.849448753180627
amitshah,4.849107744304941
lol,4.847183638214711
boost,4.842619083033551
sonusood,4.830776541081235
street,4.8284571512412375
struggle,4.828257715028417
milestone,4.826991955540218
muslim,4.826037460711307
ongoing,4.818720268965932
sad,4.815697439341437
nuclear,4.810758516619384
awesome,4.810152750888972
shooting,4.801013247392275
poor,4.798348877087968
pas,4.789016852008701
podcast,4.783735441693429
weapon,4.783646059335845
quickly,4.783216374533221
arrive,4.773436678201336
fine,4.767338983231003
secondwave,4.766989932312092
authority,4.762830735029597
secret,4.7594842216951285
europe,4.752655696774347
quite,4.745089251831103
fda,4.744616689249214
upon,4.741835744283867
executive,4.740269811635904
vice,4.740098357957684
florida,4.737559134491102
precaution,4.733049029608708
carbon,4.728125059173217
asian hate,4.72592380185419
remdesivir,4.724269383656187
middle,4.722494720488274
as,4.721585687819883
fire,4.717069579978525
handle,4.713892633793683
meanwhile,4.706879267569472
ted,4.704796814623627
alliance,4.7023387204702445
truly,4.699014933084869
refugee,4.693755665328715
raw material,4.692680432699567
antibody,4.691291374774847
cylinder,4.690072649169951
legal,4.687609711593055
clinical,4.686534368698573
victim,4.684151878255446
kick,4.683770424523038
case death,4.681560059287636
colleague,4.673592483481786
mandate,4.6714305829908005
webinar,4.670513386725932
boy,4.670076113584275
hong,4.667881115895972
pledge,4.667207575627042
kamalaharris,4.6636836403825885
hrw,4.662045341870927
prof,4.6565462256825825
diplomacy,4.6538335499090735
maker,4.65236267418031
society,4.6508890932501314
happens,4.644786888329174
wow,4.639396518939279
additional,4.635852982674005
jury,4.635284832153719
senate,4.63320723277508
nytimes,4.632329744304052
recently,4.625403892117336
discussion,4.616023621903848
korea,4.615739286642815
bsgzy,4.615027054288346
buy cvy,4.615027054288346
cvy bsgzy,4.615027054288346
cvy,4.615027054288346
buy cvy bsgzy,4.615027054288346
toll,4.612406423131448
russian,4.604425949123591
confirm,4.604206542313721
work together,4.602571883203761
gdp,4.60139103716317
nice,4.600208698129795
producer,4.599077341552371
professor,4.598267294636795
father,4.593267194489873
shanghai,4.588864372307674
cancer,4.58597301652006
conduct,4.582777900369304
channel,4.582569297510701
identify,4.581471989748485
engage,4.575214828246488
alaska,4.570602360927591
feel like,4.566386044412531
shame,4.5558740342916835
essential,4.553016022637761
counter,4.551968787419856
distribution,4.544973167915024
headline,4.538926835372038
pharmacy,4.536278289140403
aware,4.535584414999733
million people,4.535404286531544
consequence,4.535194621670638
plus,4.530293698421085
spike,4.5295403302388255
spring,4.527724153954692
yeah,4.525252314852386
crisishttps,4.524478426829513
buy gzizkglf,4.524448578789598
buy gzizkglf wiq,4.524448578789598
gzizkglf,4.524448578789598
wiq aff,4.524448578789598
gzizkglf wiq aff,4.524448578789598
gzizkglf wiq,4.524448578789598
aff,4.524448578789598
recommend,4.523633312708473
alone,4.519022281055552
cap,4.518822342808849
failure,4.517206408919123
quick,4.5144859900158405
explain,4.514147698938901
whitehouse,4.507897644936018
youth,4.502639527051265
strategic,4.5016853337009195
combat,4.497195096689482
terrorist,4.488527210053583
glad,4.485766337943897
commission,4.4857380296905704
couldnt,4.483190297763137
sound,4.470252755220437
weve,4.465557436519862
spending,4.462719847497006
plz,4.461101800556386
spokespersonchn,4.457277581354952
world big,4.445109604564081
animal,4.436230907923606
waste,4.43369560547049
shall,4.433453296089188
fool,4.432879114743566
york,4.43227425140596
express,4.424213280057777
nh,4.41826656790092
immediately,4.418148307309701
reopen,4.417238553914468
efficacy,4.416487754279807
conspiracy,4.414534591903704
deadly,4.409607406295425
average,4.406516012237894
forum,4.405396597599943
thursday,4.400577015428922
liberal,4.397003605843098
antiasian hate,4.396646751046674
peaceful,4.392706831995223
town,4.389823063042585
however,4.389334546945172
scale,4.389207207061347
patent,4.388345842560312
outside,4.388116223616583
neighbor,4.384870055756771
southern,4.381449793813826
university,4.38143265852562
cnbc,4.381118061602857
color,4.37473105536508
faster,4.368820262079521
